filepath,label,split
ewaste-dataset\train\PCB\pcb_161.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_162.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_163.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_164.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_165.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_166.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_167.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_168.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_17.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_170.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_171.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_172.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_173.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_175.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_176.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_178.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_179.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_18.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_180.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_181.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_182.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_183.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_184.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_185.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_186.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_187.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_188.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_19.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_191.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_193.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_194.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_195.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_196.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_197.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_199.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_2.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_20.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_200.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_201.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_202.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_203.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_204.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_205.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_206.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_207.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_208.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_209.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_21.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_210.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_212.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_213.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_214.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_215.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_216.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_217.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_218.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_219.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_220.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_221.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_222.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_223.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_225.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_227.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_228.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_230.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_231.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_232.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_233.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_234.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_235.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_236.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_237.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_238.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_240.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_243.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_244.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_245.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_246.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_248.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_249.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_25.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_250.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_252.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_253.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_254.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_255.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_256.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_257.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_258.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_26.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_261.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_262.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_263.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_268.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_269.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_27.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_270.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_271.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_272.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_273.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_274.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_276.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_278.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_28.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_281.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_283.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_285.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_287.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_288.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_289.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_29.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_290.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_291.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_292.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_293.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_295.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_296.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_297.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_298.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_299.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_3.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_30.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_31.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_32.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_33.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_35.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_36.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_38.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_39.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_41.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_42.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_43.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_44.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_45.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_46.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_47.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_48.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_49.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_5.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_50.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_51.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_52.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_53.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_54.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_55.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_56.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_57.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_58.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_59.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_6.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_60.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_62.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_63.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_64.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_67.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_68.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_69.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_7.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_70.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_71.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_72.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_73.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_74.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_76.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_77.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_78.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_79.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_8.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_80.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_81.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_82.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_84.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_85.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_86.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_87.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_89.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_9.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_90.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_91.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_93.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_94.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_96.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_97.jpg,PCB,train
ewaste-dataset\train\PCB\pcb_98.jpg,PCB,train
ewaste-dataset\train\Player\aug_10344_Player_0.jpg,Player,train
ewaste-dataset\train\Player\aug_11698_Player_165.jpg,Player,train
ewaste-dataset\train\Player\aug_11710_Player_185.jpg,Player,train
ewaste-dataset\train\Player\aug_11912_Player_288.jpg,Player,train
ewaste-dataset\train\Player\aug_12226_Player_18.jpg,Player,train
ewaste-dataset\train\Player\aug_12732_Player_9.jpg,Player,train
ewaste-dataset\train\Player\aug_12739_Player_295.jpg,Player,train
ewaste-dataset\train\Player\aug_13422_Player_27.jpg,Player,train
ewaste-dataset\train\Player\aug_13503_Player_85.jpg,Player,train
ewaste-dataset\train\Player\aug_13877_Player_172.jpg,Player,train
ewaste-dataset\train\Player\aug_13941_Player_125.jpg,Player,train
ewaste-dataset\train\Player\aug_14002_Player_16.jpg,Player,train
ewaste-dataset\train\Player\aug_14068_Player_90.jpg,Player,train
ewaste-dataset\train\Player\aug_14366_Player_261.jpg,Player,train
ewaste-dataset\train\Player\aug_14998_Player_281.jpg,Player,train
ewaste-dataset\train\Player\aug_15030_Player_9.jpg,Player,train
ewaste-dataset\train\Player\aug_16710_Player_7.jpg,Player,train
ewaste-dataset\train\Player\aug_16825_Player_178.jpg,Player,train
ewaste-dataset\train\Player\aug_17257_Player_210.jpg,Player,train
ewaste-dataset\train\Player\aug_17554_Player_91.jpg,Player,train
ewaste-dataset\train\Player\aug_17654_Player_210.jpg,Player,train
ewaste-dataset\train\Player\aug_17858_Player_238.jpg,Player,train
ewaste-dataset\train\Player\aug_17952_Player_59.jpg,Player,train
ewaste-dataset\train\Player\aug_18057_Player_175.jpg,Player,train
ewaste-dataset\train\Player\aug_18248_Player_209.jpg,Player,train
ewaste-dataset\train\Player\aug_18395_Player_110.jpg,Player,train
ewaste-dataset\train\Player\aug_19348_Player_230.jpg,Player,train
ewaste-dataset\train\Player\aug_19652_Player_156.jpg,Player,train
ewaste-dataset\train\Player\aug_19740_Player_194.jpg,Player,train
ewaste-dataset\train\Player\aug_19919_Player_205.jpg,Player,train
ewaste-dataset\train\Player\aug_20101_Player_116.jpg,Player,train
ewaste-dataset\train\Player\aug_20126_Player_278.jpg,Player,train
ewaste-dataset\train\Player\aug_21241_Player_52.jpg,Player,train
ewaste-dataset\train\Player\aug_21300_Player_16.jpg,Player,train
ewaste-dataset\train\Player\aug_21378_Player_125.jpg,Player,train
ewaste-dataset\train\Player\aug_21586_Player_1.jpg,Player,train
ewaste-dataset\train\Player\aug_21948_Player_117.jpg,Player,train
ewaste-dataset\train\Player\aug_22913_Player_137.jpg,Player,train
ewaste-dataset\train\Player\aug_23290_Player_214.jpg,Player,train
ewaste-dataset\train\Player\aug_23543_Player_156.jpg,Player,train
ewaste-dataset\train\Player\aug_23564_Player_293.jpg,Player,train
ewaste-dataset\train\Player\aug_23748_Player_12.jpg,Player,train
ewaste-dataset\train\Player\aug_23925_Player_145.jpg,Player,train
ewaste-dataset\train\Player\aug_24084_Player_80.jpg,Player,train
ewaste-dataset\train\Player\aug_24629_Player_119.jpg,Player,train
ewaste-dataset\train\Player\aug_24867_Player_27.jpg,Player,train
ewaste-dataset\train\Player\aug_24932_Player_244.jpg,Player,train
ewaste-dataset\train\Player\aug_25578_Player_197.jpg,Player,train
ewaste-dataset\train\Player\aug_26310_Player_25.jpg,Player,train
ewaste-dataset\train\Player\aug_26602_Player_206.jpg,Player,train
ewaste-dataset\train\Player\aug_27211_Player_298.jpg,Player,train
ewaste-dataset\train\Player\aug_27326_Player_97.jpg,Player,train
ewaste-dataset\train\Player\aug_27342_Player_70.jpg,Player,train
ewaste-dataset\train\Player\aug_27355_Player_249.jpg,Player,train
ewaste-dataset\train\Player\aug_27610_Player_179.jpg,Player,train
ewaste-dataset\train\Player\aug_27730_Player_246.jpg,Player,train
ewaste-dataset\train\Player\aug_27862_Player_145.jpg,Player,train
ewaste-dataset\train\Player\aug_29080_Player_295.jpg,Player,train
ewaste-dataset\train\Player\aug_29285_Player_123.jpg,Player,train
ewaste-dataset\train\Player\aug_29370_Player_1.jpg,Player,train
ewaste-dataset\train\Player\aug_29373_Player_165.jpg,Player,train
ewaste-dataset\train\Player\aug_29487_Player_291.jpg,Player,train
ewaste-dataset\train\Player\aug_30273_Player_238.jpg,Player,train
ewaste-dataset\train\Player\aug_30484_Player_36.jpg,Player,train
ewaste-dataset\train\Player\aug_30620_Player_111.jpg,Player,train
ewaste-dataset\train\Player\aug_30655_Player_234.jpg,Player,train
ewaste-dataset\train\Player\aug_31431_Player_263.jpg,Player,train
ewaste-dataset\train\Player\aug_31898_Player_25.jpg,Player,train
ewaste-dataset\train\Player\aug_31900_Player_225.jpg,Player,train
ewaste-dataset\train\Player\aug_32207_Player_214.jpg,Player,train
ewaste-dataset\train\Player\aug_32936_Player_19.jpg,Player,train
ewaste-dataset\train\Player\aug_33335_Player_30.jpg,Player,train
ewaste-dataset\train\Player\aug_33367_Player_142.jpg,Player,train
ewaste-dataset\train\Player\aug_33570_Player_240.jpg,Player,train
ewaste-dataset\train\Player\aug_33784_Player_191.jpg,Player,train
ewaste-dataset\train\Player\aug_33846_Player_230.jpg,Player,train
ewaste-dataset\train\Player\aug_34200_Player_234.jpg,Player,train
ewaste-dataset\train\Player\aug_34342_Player_184.jpg,Player,train
ewaste-dataset\train\Player\aug_34784_Player_16.jpg,Player,train
ewaste-dataset\train\Player\aug_35608_Player_245.jpg,Player,train
ewaste-dataset\train\Player\aug_35754_Player_85.jpg,Player,train
ewaste-dataset\train\Player\aug_35974_Player_5.jpg,Player,train
ewaste-dataset\train\Player\aug_37326_Player_89.jpg,Player,train
ewaste-dataset\train\Player\aug_37488_Player_158.jpg,Player,train
ewaste-dataset\train\Player\aug_37499_Player_16.jpg,Player,train
ewaste-dataset\train\Player\aug_37790_Player_84.jpg,Player,train
ewaste-dataset\train\Player\aug_38129_Player_167.jpg,Player,train
ewaste-dataset\train\Player\aug_38290_Player_50.jpg,Player,train
ewaste-dataset\train\Player\aug_38448_Player_13.jpg,Player,train
ewaste-dataset\train\Player\aug_38538_Player_196.jpg,Player,train
ewaste-dataset\train\Player\aug_38780_Player_54.jpg,Player,train
ewaste-dataset\train\Player\aug_39133_Player_160.jpg,Player,train
ewaste-dataset\train\Player\aug_39199_Player_78.jpg,Player,train
ewaste-dataset\train\Player\aug_39236_Player_179.jpg,Player,train
ewaste-dataset\train\Player\aug_39463_Player_31.jpg,Player,train
ewaste-dataset\train\Player\aug_39707_Player_49.jpg,Player,train
ewaste-dataset\train\Player\aug_40195_Player_263.jpg,Player,train
ewaste-dataset\train\Player\aug_40496_Player_17.jpg,Player,train
ewaste-dataset\train\Player\aug_40582_Player_48.jpg,Player,train
ewaste-dataset\train\Player\aug_40957_Player_18.jpg,Player,train
ewaste-dataset\train\Player\aug_41519_Player_213.jpg,Player,train
ewaste-dataset\train\Player\aug_41607_Player_110.jpg,Player,train
ewaste-dataset\train\Player\aug_41710_Player_78.jpg,Player,train
ewaste-dataset\train\Player\aug_41817_Player_59.jpg,Player,train
ewaste-dataset\train\Player\aug_41946_Player_227.jpg,Player,train
ewaste-dataset\train\Player\aug_42166_Player_41.jpg,Player,train
ewaste-dataset\train\Player\aug_42941_Player_134.jpg,Player,train
ewaste-dataset\train\Player\aug_43061_Player_196.jpg,Player,train
ewaste-dataset\train\Player\aug_43730_Player_14.jpg,Player,train
ewaste-dataset\train\Player\aug_44107_Player_217.jpg,Player,train
ewaste-dataset\train\Player\aug_44429_Player_289.jpg,Player,train
ewaste-dataset\train\Player\aug_44810_Player_291.jpg,Player,train
ewaste-dataset\train\Player\aug_45214_Player_98.jpg,Player,train
ewaste-dataset\train\Player\aug_45520_Player_176.jpg,Player,train
ewaste-dataset\train\Player\aug_46670_Player_17.jpg,Player,train
ewaste-dataset\train\Player\aug_47254_Player_269.jpg,Player,train
ewaste-dataset\train\Player\aug_47331_Player_97.jpg,Player,train
ewaste-dataset\train\Player\aug_47971_Player_45.jpg,Player,train
ewaste-dataset\train\Player\aug_49714_Player_228.jpg,Player,train
ewaste-dataset\train\Player\aug_50395_Player_249.jpg,Player,train
ewaste-dataset\train\Player\aug_50559_Player_110.jpg,Player,train
ewaste-dataset\train\Player\aug_51036_Player_202.jpg,Player,train
ewaste-dataset\train\Player\aug_52049_Player_245.jpg,Player,train
ewaste-dataset\train\Player\aug_52173_Player_234.jpg,Player,train
ewaste-dataset\train\Player\aug_52237_Player_254.jpg,Player,train
ewaste-dataset\train\Player\aug_53110_Player_7.jpg,Player,train
ewaste-dataset\train\Player\aug_53749_Player_110.jpg,Player,train
ewaste-dataset\train\Player\aug_53750_Player_1.jpg,Player,train
ewaste-dataset\train\Player\aug_53873_Player_2.jpg,Player,train
ewaste-dataset\train\Player\aug_54251_Player_235.jpg,Player,train
ewaste-dataset\train\Player\aug_55400_Player_234.jpg,Player,train
ewaste-dataset\train\Player\aug_56232_Player_281.jpg,Player,train
ewaste-dataset\train\Player\aug_56451_Player_87.jpg,Player,train
ewaste-dataset\train\Player\aug_56799_Player_71.jpg,Player,train
ewaste-dataset\train\Player\aug_56880_Player_16.jpg,Player,train
ewaste-dataset\train\Player\aug_57442_Player_180.jpg,Player,train
ewaste-dataset\train\Player\aug_57523_Player_228.jpg,Player,train
ewaste-dataset\train\Player\aug_58106_Player_63.jpg,Player,train
ewaste-dataset\train\Player\aug_59020_Player_206.jpg,Player,train
ewaste-dataset\train\Player\aug_59856_Player_185.jpg,Player,train
ewaste-dataset\train\Player\aug_60024_Player_220.jpg,Player,train
ewaste-dataset\train\Player\aug_60150_Player_269.jpg,Player,train
ewaste-dataset\train\Player\aug_60371_Player_87.jpg,Player,train
ewaste-dataset\train\Player\aug_60736_Player_248.jpg,Player,train
ewaste-dataset\train\Player\aug_61017_Player_271.jpg,Player,train
ewaste-dataset\train\Player\aug_61073_Player_183.jpg,Player,train
ewaste-dataset\train\Player\aug_61201_Player_5.jpg,Player,train
ewaste-dataset\train\Player\aug_61686_Player_237.jpg,Player,train
ewaste-dataset\train\Player\aug_62164_Player_47.jpg,Player,train
ewaste-dataset\train\Player\aug_62467_Player_227.jpg,Player,train
ewaste-dataset\train\Player\aug_62582_Player_135.jpg,Player,train
ewaste-dataset\train\Player\aug_62785_Player_53.jpg,Player,train
ewaste-dataset\train\Player\aug_63047_Player_165.jpg,Player,train
ewaste-dataset\train\Player\aug_63180_Player_153.jpg,Player,train
ewaste-dataset\train\Player\aug_63256_Player_172.jpg,Player,train
ewaste-dataset\train\Player\aug_63418_Player_204.jpg,Player,train
ewaste-dataset\train\Player\aug_64005_Player_203.jpg,Player,train
ewaste-dataset\train\Player\aug_64007_Player_134.jpg,Player,train
ewaste-dataset\train\Player\aug_64109_Player_13.jpg,Player,train
ewaste-dataset\train\Player\aug_64629_Player_183.jpg,Player,train
ewaste-dataset\train\Player\aug_64631_Player_163.jpg,Player,train
ewaste-dataset\train\Player\aug_65944_Player_96.jpg,Player,train
ewaste-dataset\train\Player\aug_66620_Player_7.jpg,Player,train
ewaste-dataset\train\Player\aug_66817_Player_252.jpg,Player,train
ewaste-dataset\train\Player\aug_68258_Player_89.jpg,Player,train
ewaste-dataset\train\Player\aug_68610_Player_188.jpg,Player,train
ewaste-dataset\train\Player\aug_68618_Player_69.jpg,Player,train
ewaste-dataset\train\Player\aug_69278_Player_41.jpg,Player,train
ewaste-dataset\train\Player\aug_69393_Player_289.jpg,Player,train
ewaste-dataset\train\Player\aug_69911_Player_181.jpg,Player,train
ewaste-dataset\train\Player\aug_70257_Player_225.jpg,Player,train
ewaste-dataset\train\Player\aug_70876_Player_191.jpg,Player,train
ewaste-dataset\train\Player\aug_70885_Player_134.jpg,Player,train
ewaste-dataset\train\Player\aug_71056_Player_69.jpg,Player,train
ewaste-dataset\train\Player\aug_71356_Player_98.jpg,Player,train
ewaste-dataset\train\Player\aug_72476_Player_82.jpg,Player,train
ewaste-dataset\train\Player\aug_72628_Player_178.jpg,Player,train
ewaste-dataset\train\Player\aug_72908_Player_131.jpg,Player,train
ewaste-dataset\train\Player\aug_73031_Player_2.jpg,Player,train
ewaste-dataset\train\Player\aug_73838_Player_98.jpg,Player,train
ewaste-dataset\train\Player\aug_74266_Player_246.jpg,Player,train
ewaste-dataset\train\Player\aug_74357_Player_261.jpg,Player,train
ewaste-dataset\train\Player\aug_74784_Player_13.jpg,Player,train
ewaste-dataset\train\Player\aug_75087_Player_160.jpg,Player,train
ewaste-dataset\train\Player\aug_75435_Player_5.jpg,Player,train
ewaste-dataset\train\Player\aug_75439_Player_207.jpg,Player,train
ewaste-dataset\train\Player\aug_76239_Player_154.jpg,Player,train
ewaste-dataset\train\Player\aug_76666_Player_162.jpg,Player,train
ewaste-dataset\train\Player\aug_76934_Player_295.jpg,Player,train
ewaste-dataset\train\Player\aug_77012_Player_159.jpg,Player,train
ewaste-dataset\train\Player\aug_77516_Player_21.jpg,Player,train
ewaste-dataset\train\Player\aug_77905_Player_142.jpg,Player,train
ewaste-dataset\train\Player\aug_79187_Player_16.jpg,Player,train
ewaste-dataset\train\Player\aug_79594_Player_15.jpg,Player,train
ewaste-dataset\train\Player\aug_79608_Player_149.jpg,Player,train
ewaste-dataset\train\Player\aug_79832_Player_210.jpg,Player,train
ewaste-dataset\train\Player\aug_80689_Player_54.jpg,Player,train
ewaste-dataset\train\Player\aug_80776_Player_271.jpg,Player,train
ewaste-dataset\train\Player\aug_80923_Player_258.jpg,Player,train
ewaste-dataset\train\Player\aug_81520_Player_44.jpg,Player,train
ewaste-dataset\train\Player\aug_81896_Player_243.jpg,Player,train
ewaste-dataset\train\Player\aug_82495_Player_119.jpg,Player,train
ewaste-dataset\train\Player\aug_82852_Player_8.jpg,Player,train
ewaste-dataset\train\Player\aug_82908_Player_171.jpg,Player,train
ewaste-dataset\train\Player\aug_82941_Player_90.jpg,Player,train
ewaste-dataset\train\Player\aug_83148_Player_16.jpg,Player,train
ewaste-dataset\train\Player\aug_83852_Player_137.jpg,Player,train
ewaste-dataset\train\Player\aug_84339_Player_84.jpg,Player,train
ewaste-dataset\train\Player\aug_84426_Player_97.jpg,Player,train
ewaste-dataset\train\Player\aug_84543_Player_159.jpg,Player,train
ewaste-dataset\train\Player\aug_85129_Player_285.jpg,Player,train
ewaste-dataset\train\Player\aug_85288_Player_200.jpg,Player,train
ewaste-dataset\train\Player\aug_85531_Player_206.jpg,Player,train
ewaste-dataset\train\Player\aug_85583_Player_258.jpg,Player,train
ewaste-dataset\train\Player\aug_85743_Player_69.jpg,Player,train
ewaste-dataset\train\Player\aug_85805_Player_156.jpg,Player,train
ewaste-dataset\train\Player\aug_85876_Player_181.jpg,Player,train
ewaste-dataset\train\Player\aug_85919_Player_210.jpg,Player,train
ewaste-dataset\train\Player\aug_86528_Player_283.jpg,Player,train
ewaste-dataset\train\Player\aug_86748_Player_15.jpg,Player,train
ewaste-dataset\train\Player\aug_87369_Player_136.jpg,Player,train
ewaste-dataset\train\Player\aug_87385_Player_71.jpg,Player,train
ewaste-dataset\train\Player\aug_87664_Player_54.jpg,Player,train
ewaste-dataset\train\Player\aug_88469_Player_186.jpg,Player,train
ewaste-dataset\train\Player\aug_88858_Player_132.jpg,Player,train
ewaste-dataset\train\Player\aug_89084_Player_210.jpg,Player,train
ewaste-dataset\train\Player\aug_89712_Player_11.jpg,Player,train
ewaste-dataset\train\Player\aug_89804_Player_125.jpg,Player,train
ewaste-dataset\train\Player\aug_89949_Player_132.jpg,Player,train
ewaste-dataset\train\Player\aug_90208_Player_215.jpg,Player,train
ewaste-dataset\train\Player\aug_90510_Player_238.jpg,Player,train
ewaste-dataset\train\Player\aug_90612_Player_110.jpg,Player,train
ewaste-dataset\train\Player\aug_90709_Player_230.jpg,Player,train
ewaste-dataset\train\Player\aug_90882_Player_256.jpg,Player,train
ewaste-dataset\train\Player\aug_91021_Player_38.jpg,Player,train
ewaste-dataset\train\Player\aug_92544_Player_255.jpg,Player,train
ewaste-dataset\train\Player\aug_92687_Player_25.jpg,Player,train
ewaste-dataset\train\Player\aug_92800_Player_124.jpg,Player,train
ewaste-dataset\train\Player\aug_92916_Player_246.jpg,Player,train
ewaste-dataset\train\Player\aug_93473_Player_67.jpg,Player,train
ewaste-dataset\train\Player\aug_94284_Player_64.jpg,Player,train
ewaste-dataset\train\Player\aug_94584_Player_238.jpg,Player,train
ewaste-dataset\train\Player\aug_95082_Player_134.jpg,Player,train
